Rank,Username,Submitted,Model Report Link,MA-MCC,MA-MCC std,MA-Accuracy,MA-Accuracy std,MA-Precision,MA-Precision std,MA-Recall,MA-Recall std,MA-F1 Score,MA-F1 Score std,Proprietary Data,Open Code
54,C_CYPher-graphattn-B2regaux,2026-09-14 12:45 UTC,Not submitted,0.319549726223038,0.0452221881937899,0.790516393442623,0.0156238907954606,0.391272576540138,0.0386330444635032,0.5397499383260912,0.0549927269991739,0.4376954111584008,0.0400874916187956,No,No
55,sleepq2,2026-09-17 06:03 UTC,Not submitted,0.317996777129143,0.0412959461322508,0.7704713114754098,0.0151949474554281,0.3503855454660938,0.0315916256715425,0.612335273454284,0.0533387734589123,0.4382123580251322,0.0351920879544791,No,No
56,cypster,2026-09-11 01:21 UTC,LightGBM ECFP4+RDKit multi-seed TDI v2,0.316466252821144,0.0523928625946325,0.7977581967213115,0.0146380359060343,0.3984929849749066,0.0528984212952705,0.522194610512527,0.0519749989453997,0.4441798298113747,0.0480627990623904,No,No
57,ADMETForge,2026-09-06 03:56 UTC,Not submitted,0.316364811491076,0.0483453143683761,0.8137472677595629,0.0146454433228062,0.4039011449600276,0.042602605982723,0.4769513877243002,0.0535340081189436,0.4309182650578781,0.0427646684474177,No,No
58,Rguava,2026-09-18 08:10 UTC,Not submitted,0.3148803367855216,0.0479649848754683,0.8121926229508196,0.0141736548162958,0.4375626963521221,0.0455371024016588,0.4358318117999218,0.0544616940326058,0.4139300012265268,0.0431123892235048,No,No
59,sleepq1,2026-09-17 06:03 UTC,Not submitted,0.3147314639327531,0.0477684044435013,0.8199590163934427,0.0141335641240368,0.4091506788803041,0.0428918180240484,0.4587428115140624,0.0527520259945924,0.4287693038113984,0.0425469934566245,No,No
60,horse-pusher,2026-09-21 15:50 UTC,Not submitted,0.3112682504540895,0.0541632448071477,0.8294480874316941,0.0135394775027381,0.4375407855071232,0.0598018994332755,0.4170061326748731,0.0510854640819841,0.4208178769308581,0.0492847115179189,No,No
61,Ta1k1,2026-08-25 00:11 UTC,Not submitted,0.3107101310780106,0.0384822410667279,0.7468838797814208,0.0164531636509322,0.3356853201471783,0.028379534409589,0.6523685452161422,0.0518448313068328,0.4321423720316175,0.0322536641962637,No,No
62,5E0,2026-09-10 10:59 UTC,Not submitted,0.3081437565117371,0.0507648469441819,0.8005478142076503,0.0150438474257583,0.3957664709562835,0.0536469306284526,0.5039575893124041,0.0488649378394441,0.4339043291606937,0.0462424529728661,No,No
63,Autopilot (fully autonomous agent entry),2026-09-16 02:01 UTC,Not submitted,0.3060313515201169,0.0408730150058919,0.7464398907103825,0.016100737723468,0.3202546290317204,0.0325162764711095,0.6491137120570896,0.0498009986621621,0.4273827421538482,0.0366000857762996,No,No
64,Ligand Pro,2026-08-31 14:54 UTC,Not submitted,0.3053489608067852,0.0418323694180588,0.7563524590163935,0.016770827332124,0.339525109204883,0.0312912370854696,0.6232016682667404,0.0538997387555385,0.4316043203030153,0.0352606577303488,No,No
65,7xkql,2026-09-21 06:18 UTC,Not submitted,0.3027400297261705,0.0478718096753894,0.8139808743169399,0.0139493321850761,0.3991055244438038,0.0434171861106779,0.4539384386359803,0.0533922420749461,0.4211545308175925,0.0429518947982345,No,No
66,dftchemist,2026-09-19 17:10 UTC,v10,0.2997525609622309,0.0420916280925939,0.7603784153005464,0.0172348804595103,0.3349305957038976,0.0328679140360035,0.6078409293011066,0.0514053032360023,0.4285762766160975,0.0362768090729495,Yes,No
67,sweepfinal,2026-09-17 07:45 UTC,Not submitted,0.2954228902683242,0.0452167053338789,0.785318306010929,0.0155962668699758,0.359495143291683,0.0354760904587418,0.5287797959838864,0.0551886508406712,0.42134259378134,0.0386470522161,No,No
68,testTDI,2026-09-18 06:44 UTC,Not submitted,0.2933899002744314,0.0394348927176459,0.7558101092896174,0.0160635787309008,0.3339017012038172,0.0285340895594052,0.5943235157609248,0.0540480345005169,0.4174544140305448,0.0324215897812927,No,No
69,XGB-baseline,2026-08-13 04:21 UTC,Not submitted,0.2885226225218548,0.0510236838161026,0.8404631147540983,0.0137502797597997,0.4960300322784966,0.0609836094200812,0.2836291465251093,0.0452254528479205,0.3558154850625863,0.0475805088641912,No,No
70,LGBM-baseline,2026-08-13 04:21 UTC,Not submitted,0.2880680298687573,0.046492419652519,0.8390710382513661,0.0132017964329727,0.4796733018203726,0.0515822587713453,0.2980134219373351,0.0450906824486164,0.3608036046095148,0.044034488634141,No,No
71,Scigantic,2026-09-04 17:03 UTC,Not submitted,0.2872924418553177,0.0455116971338063,0.7899112021857924,0.014877379878879,0.3470131251909121,0.0426617071841289,0.5223296754414825,0.0479687993718262,0.4123058007143207,0.0414303035741372,No,No
72,pump-again,2026-09-22 16:23 UTC,Not submitted,0.2852950344934506,0.038102154832699,0.74249043715847,0.0151153910529018,0.3384691751983844,0.0280655401122918,0.590436377067471,0.0543232419690589,0.4087024966199182,0.0314258371175172,No,No
73,suneelbvs,2026-09-11 15:47 UTC,Not submitted,0.2851332001622463,0.0393685707937241,0.7453825136612022,0.0161489820107086,0.3373976014552196,0.0287803513510912,0.5893782441939222,0.0541951281287713,0.4097600949907804,0.032548465149656,No,No
74,newcyp_1,2026-09-20 03:34 UTC,Not submitted,0.2841947731874054,0.0506969073070755,0.8405136612021857,0.0134030750667203,0.4251081157244033,0.0665310329503566,0.3624845031812941,0.0410710591724781,0.3798489469372714,0.0456109136298532,No,No
75,Lizard Wizard Gizzard,2026-09-21 11:03 UTC,https://github.com/doctawho42/CYPChallenge/blob/main/METHOD.md,0.2835645304853464,0.0345666494453502,0.6618907103825137,0.0189916874817743,0.3005835380629298,0.0232558757703226,0.7317787052318521,0.0501824403863571,0.4039803038748986,0.0270291023159779,No,Yes
76,HGN38,2026-09-14 18:25 UTC,Not submitted,0.280260105922432,0.0395651940560529,0.7465423497267759,0.0157801057642719,0.3375390725527153,0.0293870675360697,0.5822359700875465,0.0550151495079239,0.4071307800631148,0.0332361622705068,No,No
77,12345,2026-09-11 10:36 UTC,Not submitted,0.2798077207835913,0.0471843566139475,0.7204112021857924,0.0162879616443041,0.3370065203290355,0.0414947163477665,0.6363832257173769,0.050824748566662,0.4340286687689637,0.0422189305592938,No,No
78,chromingcyts,2026-09-08 01:09 UTC,Not submitted,0.2796637348219619,0.0405056943089547,0.7317964480874317,0.0169411663409046,0.355969829335105,0.0303952523570225,0.5674868289263578,0.0554847299285419,0.3926949291832921,0.0324636141036781,No,No
79,your_user_alias,2026-08-24 01:29 UTC,Official LightGBM baseline,0.278848125945739,0.0548625415844776,0.8433101092896175,0.0133722868627629,0.5200156030012608,0.0739995083854528,0.2461291224353578,0.0439027270611764,0.3310947810028342,0.0511482561835137,No,No
80,Chocolatine,2026-08-22 12:16 UTC,Not submitted,0.2784533319839481,0.0333084728120986,0.664983606557377,0.0180853593562876,0.2956224344744184,0.0225760522794948,0.7221979722180818,0.0494132262905068,0.4011746626761134,0.026096199886365,No,No
81,Safi,2026-09-22 07:26 UTC,Not submitted,0.2778897061091569,0.0420769142033817,0.7406489071038252,0.0168392764877887,0.3155456790077716,0.0311061169537431,0.6137073468069012,0.0530414924838263,0.4136324568141448,0.0357025688083416,No,No
82,Woong,2026-09-15 10:52 UTC,Not submitted,0.2774424772733762,0.0377166367035929,0.730165300546448,0.0165559177333233,0.3121745312728726,0.0277374638217285,0.6274052084944608,0.0508969454790054,0.4086749166424175,0.0318008318992395,No,No
83,qxw138,2026-09-22 09:22 UTC,Not submitted,0.2771993955218563,0.0327126555201794,0.6399959016393443,0.018040436511848,0.2974698428454235,0.0217900933610572,0.7466611537657653,0.0493687902962766,0.3990609569875256,0.0249590350152844,No,No
84,bioai96,2026-08-23 11:01 UTC,Not submitted,0.2755473638533221,0.0388154090346839,0.7112035519125682,0.0178558045702879,0.3048128085842784,0.0259699435780661,0.6560996524497128,0.0541326206802772,0.4049831701461909,0.0308215812580311,No,No
85,stir_bar,2026-09-21 18:39 UTC,Not submitted,0.2754460770579524,0.0418784017970877,0.7710204918032787,0.0153864248710485,0.3359848998041173,0.0319472223760406,0.5323622904439853,0.0524788932203294,0.406042000241698,0.0355246815198491,No,No
86,wbot,2026-08-22 19:48 UTC,Not submitted,0.270986565600867,0.0432711946103075,0.8235887978142076,0.0141319389626433,0.3735780994754222,0.0419684660126314,0.400176991306197,0.0425111746130067,0.3847199634787968,0.0381768563793405,No,No
87,CoSy,2026-09-06 06:59 UTC,Not submitted,0.2684516473546355,0.0526103627657741,0.7913428961748634,0.0147445019970136,0.3660519543674101,0.0579123216431417,0.4708579861099605,0.0459861700187623,0.3972204568381376,0.0473113722987961,No,No
88,drp-to-admet,2026-08-21 18:59 UTC,Not submitted,0.266667907631158,0.0457400583866106,0.788301912568306,0.0146173662677719,0.3559965121982508,0.0479262609068953,0.4769103028043819,0.0449498374308824,0.4012959723427763,0.0418769611982783,No,No
89,z,2026-09-22 06:06 UTC,Not submitted,0.2659097962730977,0.0358591869947762,0.6906051912568306,0.0168893744463819,0.3211899418674345,0.0238790211481309,0.6219037147781153,0.0542744047293125,0.3952725674162459,0.0264389550439547,No,No
90,sleepq3,2026-09-17 06:04 UTC,Not submitted,0.2655123914420511,0.0378080710928847,0.6936448087431694,0.0174195642253518,0.291383003943371,0.0257362628545275,0.6741540513586922,0.053503166881507,0.3977674619089691,0.0306150674737387,No,No
91,caithmac,2026-08-24 06:09 UTC,Not submitted,0.2651612246716422,0.0371840177041679,0.7031120218579235,0.0167251394218699,0.2943793801434052,0.0256796094743725,0.6651671128506083,0.0514343896227704,0.4015327929160963,0.0306595092775797,No,No
92,Lin,2026-09-18 18:04 UTC,Not submitted,0.2614615408022517,0.0427793484639217,0.763256830601093,0.0161536539774185,0.3480740402567863,0.0313654472656768,0.4948503919144058,0.056912804188106,0.3875313533746853,0.0344542445430444,No,No
93,autumnZ,2026-09-06 14:27 UTC,Not submitted,0.2587711837756836,0.0365668155625579,0.6905150273224044,0.0185452736978201,0.2901739602254176,0.0251858362181943,0.665641809542253,0.0502957629883806,0.3938100535616409,0.0295417237941442,No,No
94,CompChem Magicano,2026-09-22 04:00 UTC,Not submitted,0.2510154743656625,0.0362408393624983,0.6301366120218579,0.0179140169033393,0.3062871761556344,0.0238392734895895,0.6850831951495865,0.0535306563705905,0.38297190553462,0.0267102112610179,No,No
95,cyp450_reg,2026-09-22 01:13 UTC,Not submitted,0.2438735537649682,0.0505262550598211,0.802353825136612,0.0142925249060798,0.3809806343272288,0.0526861728523145,0.3732940872942529,0.0491468215239692,0.3736371993085147,0.0455372290720833,No,No
96,HemeCompass2026,2026-09-04 05:08 UTC,Not submitted,0.2424736772194821,0.0422564135569541,0.735870218579235,0.0168212043953041,0.3036067890949831,0.0307536253010499,0.5566570934728908,0.0532871672344886,0.3875768425600625,0.0352771226765826,No,No
97,Shruti202,2026-09-14 19:47 UTC,Not submitted,0.2414179262533342,0.0443023861227162,0.7518114754098361,0.0167045413758144,0.3174691370745892,0.0331079590216799,0.5131761194657822,0.0539505740260325,0.3848299689407117,0.037011104253946,No,No
98,levi_12,2026-09-12 10:34 UTC,Not submitted,0.2396985037311533,0.0366045789149495,0.6291448087431694,0.0185437975231258,0.2741784110109254,0.0238242806066712,0.7273235330075789,0.0528921753800402,0.3784722925283761,0.0289033099946621,No,No
99,q7kp2,2026-09-21 06:18 UTC,Not submitted,0.2394426399911487,0.0425445811912148,0.8097185792349727,0.0143242213725317,0.3516171806768946,0.0392951707569953,0.376853586034555,0.0440131264926958,0.3619033656888555,0.0373101953591252,No,No
100,MM-2026,2026-08-27 19:37 UTC,Not submitted,0.2382872297709791,0.0371948300354054,0.6735409836065573,0.0185466247527863,0.2801890908114587,0.0240795140730108,0.6563900737151314,0.0532435285645441,0.3808856169811153,0.0287929307670609,No,No
101,blue,2026-09-22 00:55 UTC,Not submitted,0.2346759384428195,0.0538862806514064,0.8076352459016394,0.0142800111599286,0.3801762600342113,0.0654851276966199,0.3568570644317529,0.0457202493859347,0.3575735493715299,0.0485279814983345,No,No
102,ademmanlincoln07,2026-09-21 20:26 UTC,https://github.com/AdemolaTolulope/cyp-inhibition-profiler,0.2319998970891975,0.0415851002203627,0.7035204918032787,0.0181132431264353,0.2873914332160724,0.0286055124857371,0.6043969065095917,0.0558439975657311,0.3820697656631139,0.0342952229517261,No,Yes
103,thinkMolecular,2026-09-08 10:47 UTC,Not submitted,0.2181937251153705,0.0425791597493529,0.7334644808743169,0.0161994323421159,0.2946568357161678,0.0304565975956064,0.5198310077471815,0.0532237926107097,0.371849091945852,0.0352431174693195,No,No
104,wizard_of_cyp_exp8,2026-09-20 07:43 UTC,Not submitted,0.2139076799114908,0.044094114612197,0.8339330601092896,0.0143141804704177,0.4079465833427341,0.0586035664333296,0.2295342690437603,0.0332760602933267,0.2916991723965974,0.0388303492931047,No,No
105,hf-far,2026-08-30 08:07 UTC,Not submitted,0.208115822803915,0.0434124830261146,0.73424043715847,0.016487455856462,0.2940019227461402,0.0305419695907979,0.4945592757822152,0.0552422222850782,0.3623253266971157,0.0355116248529585,No,No
106,highsky,2026-09-20 06:18 UTC,Not submitted,0.2028375466847816,0.025521188467532,0.8406680327868852,0.0134451287079861,0.3007394562544642,0.0238724261648457,0.3035244085101021,0.0238639494005566,0.3015556576915105,0.0198829796805848,No,No
107,adlvdl,2026-09-21 10:15 UTC,https://github.com/jeremycheminf/openadmet_scripts/tree/main/CYP_Challenge,0.2027788974065276,0.0361406617730109,0.6903825136612022,0.0165425274168398,0.2744396884552956,0.0236093156450413,0.5555281462542285,0.0523501427120648,0.3580176619846469,0.0277145085436844,No,Yes
108,AL,2026-09-19 11:38 UTC,Not submitted,0.1986097107711423,0.033622757843403,0.7694603825136612,0.0153860450782431,0.2829786143999697,0.0265203330575412,0.4297978732882307,0.0382197823679368,0.3402412213352753,0.0281468473193769,No,No
109,cyp450_TDI,2026-09-22 06:19 UTC,Not submitted,0.1947715903761316,0.041662092328308,0.7801830601092896,0.0160559113316713,0.3161150502284818,0.0359926218043,0.364261335476103,0.0441537570552306,0.3350619192480533,0.0357233629667964,No,No
