Rank,Username,Submitted,Model Report Link,MA-MCC,MA-MCC std,MA-Accuracy,MA-Accuracy std,MA-Precision,MA-Precision std,MA-Recall,MA-Recall std,MA-F1 Score,MA-F1 Score std,Proprietary Data,Open Code
101,Shruti202,2026-09-14 19:47 UTC,Not submitted,0.2414179262533342,0.0443023861227162,0.7518114754098361,0.0167045413758144,0.3174691370745892,0.0331079590216799,0.5131761194657822,0.0539505740260325,0.3848299689407117,0.037011104253946,No,No
102,levi_12,2026-09-12 10:34 UTC,Not submitted,0.2396985037311533,0.0366045789149495,0.6291448087431694,0.0185437975231258,0.2741784110109254,0.0238242806066712,0.7273235330075789,0.0528921753800402,0.3784722925283761,0.0289033099946621,No,No
103,MM-2026,2026-08-27 19:37 UTC,Not submitted,0.2382872297709791,0.0371948300354054,0.6735409836065573,0.0185466247527863,0.2801890908114587,0.0240795140730108,0.6563900737151314,0.0532435285645441,0.3808856169811153,0.0287929307670609,No,No
104,thinkMolecular,2026-09-23 07:36 UTC,Not submitted,0.2334363830102863,0.0426590414847492,0.7750396174863388,0.0144227762272725,0.3555113724184516,0.0350359478511211,0.4031789092417153,0.0533254245143098,0.3547596510997713,0.0370978565165228,No,No
105,ademmanlincoln07,2026-09-21 20:26 UTC,https://github.com/AdemolaTolulope/cyp-inhibition-profiler,0.2319998970891975,0.0415851002203627,0.7035204918032787,0.0181132431264353,0.2873914332160724,0.0286055124857371,0.6043969065095917,0.0558439975657311,0.3820697656631139,0.0342952229517261,No,Yes
106,7xkql,2026-09-23 01:53 UTC,Not submitted,0.2318897611474849,0.041462253525853,0.7964945355191256,0.0140688430632158,0.3520106126538631,0.037024558674267,0.3782818774067811,0.0476988266655422,0.3605113247994096,0.0369659198079934,No,No
107,q7kp2,2026-09-23 01:52 UTC,Not submitted,0.2292895533565479,0.0397330156919418,0.806148907103825,0.0135432806823526,0.3476993737117191,0.0361908983433737,0.3631565883903078,0.0428916152259437,0.3529794773327359,0.0352317576643119,No,No
108,3a4_TDI,2026-09-23 07:56 UTC,Not submitted,0.221126437907649,0.0405162763448772,0.7924603825136612,0.0141840019166713,0.3363870273470022,0.035078740669314,0.3780667602160866,0.0460440705313145,0.3522551280288301,0.0359670938777125,No,No
109,wizard_of_cyp_exp8,2026-09-20 07:43 UTC,Not submitted,0.2139076799114908,0.044094114612197,0.8339330601092896,0.0143141804704177,0.4079465833427341,0.0586035664333296,0.2295342690437603,0.0332760602933267,0.2916991723965974,0.0388303492931047,No,No
110,hf-far,2026-08-30 08:07 UTC,Not submitted,0.208115822803915,0.0434124830261146,0.73424043715847,0.016487455856462,0.2940019227461402,0.0305419695907979,0.4945592757822152,0.0552422222850782,0.3623253266971157,0.0355116248529585,No,No
111,highsky,2026-09-20 06:18 UTC,Not submitted,0.2028375466847816,0.025521188467532,0.8406680327868852,0.0134451287079861,0.3007394562544642,0.0238724261648457,0.3035244085101021,0.0238639494005566,0.3015556576915105,0.0198829796805848,No,No
112,adlvdl,2026-09-21 10:15 UTC,https://github.com/jeremycheminf/openadmet_scripts/tree/main/CYP_Challenge,0.2027788974065276,0.0361406617730109,0.6903825136612022,0.0165425274168398,0.2744396884552956,0.0236093156450413,0.5555281462542285,0.0523501427120648,0.3580176619846469,0.0277145085436844,No,Yes
113,AL,2026-09-19 11:38 UTC,Not submitted,0.1986097107711423,0.033622757843403,0.7694603825136612,0.0153860450782431,0.2829786143999697,0.0265203330575412,0.4297978732882307,0.0382197823679368,0.3402412213352753,0.0281468473193769,No,No
114,6jhb4,2026-09-23 01:51 UTC,Not submitted,0.1904922779100865,0.0419004563066446,0.7897991803278689,0.0147898850999733,0.3203744444083374,0.0379130410602368,0.3352320203627828,0.0427358716310447,0.3251202354947754,0.0361780853033786,No,No
115,Class-1,2026-08-24 22:35 UTC,Not submitted,0.1836588331772979,0.0456005684181794,0.7869590163934427,0.0159130881438388,0.4192219280245131,0.0609466115149037,0.2353569532196128,0.0485197729840104,0.2238229293557091,0.0401026716884561,No,No
116,mobster,2026-09-17 15:30 UTC,Not submitted,0.1755710907733232,0.0411886592536269,0.8254631147540984,0.0139063724686448,0.3433512445187047,0.0578655401765909,0.2294805317520513,0.0299653587776154,0.2712512645609113,0.0343256656960088,No,No
117,nkwork,2026-08-29 10:47 UTC,https://github.com/nkwork9999/mollibra-challenges/blob/main/reports/openadmet_method.md,0.1747882159357501,0.0370689962314429,0.6619631147540983,0.0177549207185807,0.2627136846431525,0.0235370778188671,0.5537569426135737,0.053253458310362,0.3415400019752184,0.0276526573456714,No,Yes
118,HBI,2026-09-20 01:02 UTC,https://huggingface.co/buildingpeps/hbi-cyp-challenge-v2,0.1557259901626016,0.0360524439072867,0.5719658469945355,0.017382711581244,0.2316690460901883,0.0224216124390295,0.7319674725743079,0.0500542797747418,0.3501075918190661,0.029208368796923,No,No
119,rogerbyrne,2026-09-01 09:43 UTC,Not submitted,0.1555098151034306,0.0379347200817788,0.5891571038251365,0.0195783291401562,0.2388819821946551,0.0217646820008435,0.63268977002953,0.0556163904738349,0.333862476910851,0.0268893185279808,No,No
120,sıkıntıyok,2026-09-15 20:55 UTC,Not submitted,0.1436625502335605,0.037592164135027,0.5464098360655738,0.0187189862634327,0.2907908908447363,0.0246423210221262,0.5496531282664567,0.0542029848635416,0.3238773365835213,0.0239001554367184,No,No
121,yuan3,2026-09-18 14:53 UTC,Not submitted,0.1422026242500329,0.0352023481958514,0.6544562841530054,0.0186459369216639,0.2552788232909267,0.0231504506809809,0.4894510600620629,0.0522888660676061,0.3191268059396074,0.0261582411495003,No,No
122,ulcompute,2026-08-26 23:04 UTC,Not submitted,0.130891791846367,0.0391874095019983,0.6989685792349727,0.0169336440548095,0.2573495503904894,0.0281542761746089,0.4128910325001232,0.0528572022706022,0.2988135052687012,0.0314226921320518,No,No
123,chemfm-baseline,2026-08-25 23:59 UTC,Not submitted,0.1033127739344661,0.0341530613712724,0.4869890710382514,0.0183455123806639,0.2235818243385544,0.0181046207318606,0.646423516116835,0.0538882509200362,0.3148937776311911,0.0210405436927025,No,No
124,wfondrie,2026-09-10 23:45 UTC,Not submitted,0.0814208521218605,0.0485263905907336,0.8116693989071039,0.0143239365343022,0.3255163592816364,0.0866200294549937,0.0755532219399673,0.0284806921733659,0.1203189156360892,0.0407343074540731,Yes,No
125,dargason,2026-08-21 14:11 UTC,https://admet-cyp.aetherark.com/classification-submissions.html,0.0406910382841467,0.0124657337635911,0.2027431693989071,0.0150325761196635,0.1829789783736486,0.0142583372643047,1.0,0.0,0.2943642192100688,0.0193515162495852,No,Yes
